location,bhk,total_sqft,,balcony
Bisuvanahalli,3,5480,,2
Sarjapur,2,900,,0
Badavala Nagar,1,900,,1
Bannerghatta Road,2,750,,0
Rahat Bagh,2,900,,0
Omarbagh Layout,2,1200,,0
Dasarahalli,3,1300,,1
Malleshwaram,3,1435,,1
6th Phase JP Nagar,3,1250,,2
Hosakerehalli,2,1084,,2
Jigani,3,1550,,3
Thubarahalli,3,1480,,0
Tumkur Road,2,825,,1
Jakkur,2,985,,1
Kanakpura Road,2,970,,0
Badavala Nagar,2,1030,,1.584375738
Chikkasandra,2,1100,,1
Malleshpalya,2,1300,,2
Kammanahalli,2,1010,,1
Begur Road,2,1375,,3
 Devarabeesana Halli,2,1120,,1
Lakshminarayana Pura,3,1510,,2
Akshayanagara West,2,1179,,2
Kengeri Satellite Town,2,1416,,2
Sarjapur  Road,3,1476,,1
Hosa Road,2,1139.7,,1
Jalahalli,2,1465,,3
Dodda Nekkundi,3,1653,,2
Doddakallasandra,3,1500,,2
Arekere,2,1050,,1
Escorts Colony,2,1255,,2
Thanisandra,2,1448,,2
Kengeri,2,1178,,3
Electronic City,2,1260,,1
Iblur Village,2,1033,,2
Electronic City,2,1329,,2
Bisuvanahalli,3,2372,,1.584375738
Hulimavu,2,1185,,3
Nagavarapalya,4,2400,,3
Srinivasa Nagar,3,1650,,1.584375738
Mahadevpura,2,1186,,3
Rajiv Nagar,2,825,,1
3rd Block Hrbr Layout,2,1020,,3
Sarjapur  Road,2,1126,,2
Kasavanhalli,2,825,,1
1st Phase JP Nagar,3,1360,,3
Harlur,3,1350,,2
5th Phase JP Nagar,4,2150,,2
Banashankari,2,896,,1
Brookefield,2,1120,,2
7th Phase JP Nagar,2,1100,,1
Poorna Pragna Layout,2,1011,,1
"asha township, off hennur road",1,614.5,,0
Electronic City Phase II,3,1484,,1
1A Block Koramangala,3,1610,,2
Uttarahalli,3,1415,,1
Electronic City Phase II,2,1268,,1
Near International Airport,2,1268,,1
Hosakerehalli,1,605,,1
Mysore Road,3,1484,,1
Haralur Road,2,960,,2
BTM Layout,4,3200,,0
Anjanapura,2,1195,,1.584375738
Whitefield,2,1050,,1
Sector 1 HSR Layout,3,1080,,2
Rajaji Nagar,3,2750,,2
Harlur,3,1180,,2
Thanisandra,2,900,,1
JP Nagar,2,900,,1
Gubbalala,3,1200,,2
NTI Layout,2,1230,,3
Vasanth nagar,4,2736,,1.584375738
BTM 1st Stage,3,1485,,1
Electronic City,3,1200,,2
Rajaji Nagar,2,824,,0
Rajaji Nagar,4,4000,,2
Yelahanka,3,1455,,2
Yelahanka,3,1400,,2
Marathahalli,2,900,,0
JP Nagar,2,929,,0
Glass Factory Layout,2,1200,,2
Fraser town,2,975,,1
Judicial Layout,2,1277,,2
Raja Rajeshwari Nagar,2,985,,1
Dasappa Layout,3,1245,,1
Kathriguppe,2,1313,,2
Bannerghatta Road,2,1313,,2
Thanisandra,3,1255,,2
Chelekare,3,1330,,2
Sarjapur  Road,2,929,,1
Ramamurthy Nagar,2,950,,1
4th T block Jayanagar,2,929,,1
R.T. Nagar,3,1260,,2
Horamavu Agara,2,960,,1
Haralur Road,3,1260,,1
Raja Rajeshwari Nagar,3,1278,,2
Sarjapur  Road,2,929,,2
Doddakallasandra,3,1260,,1
Tumkur Road,2,1000,,1
Kanakpura Road,2,929,,2
Chamrajpet,3,1880,,2
7th Phase JP Nagar,3,1425,,2
Doddathoguru,3,1400,,2
Kanakpura Road,2,1100,,1
Frazer Town,2,900,,2
Hennur Road,3,1765,,3
BTM 2nd Stage,2,1009,,1
Electronic City Phase II,4,5000,,2
Sonam Layout,2,1070,,2
Hosakerehalli,4,2000,,0
CR Layout,3,1200,,1
Kaikondrahalli,1,600,,0
Bommanahalli,3,1753,,2
Yelahanka,3,1750,,1
Vishveshwarya Layout,3,1569,,0
Electronics City Phase 1,3,1559,,2
Banashankari Stage II,3,1563,,2
Rajaji Nagar,4,1500,,3
Gottigere,3,1200,,2
BTM 4th Stage,2,1230,,0
Jalahalli West,3,1475,,1
Uttarahalli,2,1200,,0
Vishveshwarya Layout,2,1240,,1
Srinivasa Nagar,3,1500,,1
Gollahalli,2,1200,,0
AGS Layout,2,1200,,0
HBR Layout,2,900,,0
Haralur Road,4,4800,,3
Sarjapur  Road,2,1000,,0
Raja Rajeshwari Nagar,2,900,,0
Whitefield,2,1200,,0
Karuna Nagar,2,900,,0
Bannerghatta Road,2,900,,0
Gollahalli,2,1200,,0
NGR Layout,2,1500,,0
Whitefield,2,1000,,0
Arekempanahalli,2,1100,,0
Whitefield,2,1800,,2
Raja Rajeshwari Nagar,2,1200,,1
Raja Rajeshwari Nagar,1,1350,,0
 Devarabeesana Halli,2,900,,0
9th Phase JP Nagar,2,900,,0
Rachenahalli,2,1082,,2
Akshaya Nagar,2,1152,,2
Kengeri,3,1580,,3
8th Phase JP Nagar,2,1030,,3
Chamundi Nagar,2,1340,,3
Silk Board,3,1868,,2
Cunningham Road,3,2038.5,,0
Hebbal,3,2106,,2
Hoodi,3,1868,,1
Sarjapur,3,2106,,2
Electronic City,3,1868,,1
Horamavu Banaswadi,3,1856,,2
Hennur,3,1868,,1
MRCR Layout,3,1804,,1
Uttarahalli,3,1856,,2
Electronic City,3,2254,,2
Kacharakanahalli,3,2106,,3
Nagarbhavi,3,1856,,2
Marsur,3,2273,,3
Hennur Road,3,2099,,3
Thanisandra,2,1100,,0
Yelahanka,2,1100,,1
Magadi Road,3,1575,,2
Thigalarapalya,3,2273,,2
Electronic City,2,1175,,2
Shettihalli,3,1804,,2
Shampura,2,1062,,1
J C Nagar,3,2038.5,,0
Marsur,3,1800,,1
OLd Gurappanapalya,3,2265,,3
Doctors Layout,3,2099,,2
Whitefield,2,950,,1
Lingadheeranahalli,2,930,,1
Bannerghatta Road,3,1500,,2
Ambedkar Nagar,3,1504,,2
Udaya Nagar,4,2700,,2
Panathur,4,3000,,2
Jakkur,3,1425,,2
Marathahalli,3,1550,,1
Harlur,3,1410,,1
Kammasandra,3,1410,,1
Rachenahalli,1,720,,2
New Thippasandra,2,1200,,1
Raja Rajeshwari Nagar,2,1200,,1
Yelahanka,2,1296,,3
Varthur Road,3,2144,,2
1st Block Jayanagar,2,1296,,2
HRBR Layout,3,2144,,2
Bellandur,2,1093,,2
Gunjur Palya,3,1265,,1
Electronic City Phase II,3,1651,,3
Bommanahalli,2,1265,,2
9th Phase JP Nagar,3,1564,,1
Maithri Layout,3,1847,,2
Sarakki Nagar,3,1697,,2
Battarahalli,6,3500,,0
Kachanayakanahalli,3,1573,,2
Gangondanahalli,3,1917,,3
Uttarahalli,1,693,,1
Electronics City Phase 1,2,1098,,1
Whitefield,1,760,,2
Vishwanatha Nagenahalli,3,2002,,2
D Group Employees Layout,3,1697,,2
Jakkur,1,1380,,1
Kanakapura,1,923,,1
Yelenahalli,1,923,,1
Benson Town,2,1296,,2
Raja Rajeshwari Nagar,3,1698,,2
Vasanth nagar,3,1411,,1
Bommasandra,3,1996,,2
Thanisandra,3,1801,,1
Talaghattapura,2,1265,,2
Basavangudi,3,1917,,2
2nd Block Hrbr Layout,1,662,,1
B Narayanapura,3,1948,,2
Haralur Road,2,1098,,1
Hormavu,3,1564,,1
Bellandur,3,2127,,2
Sai Gardens,2,1276,,2
Manayata Tech Park,1,693,,1
Ramamurthy Nagar,4,2259,,2
7th Phase JP Nagar,2,1265,,1
Ullal Road,2,934,,2
Kodihalli,2,1056,,2
Doddakammanahalli,3,1595,,1
Uttarahalli,3,1411,,1
Kasavanhalli,2,1093,,1
Sahakara Nagar,2,1093,,2
BTM Layout,3,1698,,2
Thirumenahalli,3,1564,,1
Babusapalaya,2,1265,,1
Hulimavu,1,784,,0
Bannerghatta Road,2,965,,1
Akshaya Nagar,3,1546,,1
Yelahanka,1,777,,0
Jigani,3,1697,,2
Sarjapur  Road,3,1492,,1
Jakkasandra Extension,3,2072,,2
BEML Layout,3,1880,,3
Laggere,1,760,,2
Bannerghatta Road,1,933,,1
Sarjapur  Road,3,1917,,2
Subramanyapura,3,1996,,1
Frazer Town,2,1183,,1
7th Phase JP Nagar,3,1491,,1
8th Phase JP Nagar,1,662,,1
Channasandra,3,1564,,2
Bannerghatta Road,1,662,,0
Kengeri,3,1573,,2
Hullahalli,3,1262,,1
Hormavu,2,1056,,2
Anandapura,3,1702,,2
Marathahalli,2,1343,,2
Nagarbhavi,3,1935,,2
Jagajyothi layout,2,933,,1
Ramagondanahalli,2,1183,,1
Nobo Nagar,1,662,,0
Gottigere,2,1265,,1
Devanahalli,3,1595,,1
Bommanahalli,1,580,,1
Whitefield,3,2087,,2
Marathahalli,2,1098,,1
Yelahanka,3,1411,,1
Hulimavu,3,1732,,1
Yelahanka,1,933,,1
Mysore Road,3,1702,,2
Lakkasandra Extension,1,747,,0
Krishna Reddy Layout,3,2030,,1
Kuvempu Layout,4,1948,,2
Billekahalli,3,1573,,1
Chandapura,2,1056,,2
Nagarbhavi,3,1595,,2
Kadugodi,2,1245,,1
Rachenahalli,3,1261,,1
Electronic City Phase II,3,1884,,2
Srirampura,2,965,,1
Bommasandra,3,1930,,2
Sarjapur  Road,1,777,,0
Electronic City,3,1930,,2
Maithri Layout,1,760,,2
Kanakpura Road,1,663,,0
Kalyan nagar,3,1801,,2
HBR Layout,4,3671,,1
Kaveri Nagar,2,1305,,2
Ramagondanahalli,3,1965,,2
Mysore Road,3,1573,,2
Chickpet,4,1917,,2
Whitefield,3,2357,,2
Thanisandra,4,2872,,3
Sarakki Nagar,3,3144,,1
T G extension,4,4110,,2
Whitefield,4,4209,,2
2nd Block Koramangala,2,1297,,2
Whitefield,2,1418,,2
Hosur Road,2,1418,,2
Electronic City Phase II,2,1418,,2
Bhoganhalli,2,1418,,2
Whitefield,4,3122,,2
JCR Layout,2,1418,,2
Devi Nagar,3,2072,,2
GKW Layout,2,1418,,2
Gandhi Nagar,2,1418,,2
Hennur Road,2,1418,,2
8th Block Jayanagar,2,1418,,2
Whitefield,2,1418,,2
Seegehalli,3,2072,,2
Electronic City,3,1830,,2
OLd Gurappanapalya,2,1418,,2
Haralur Road,3,2072,,2
Sarjapur  Road,3,2072,,2
AMS Layout,3,2072,,2
Green Glen Layout,3,2072,,2
Abbigere,3,2072,,2
Mahalakshmi Layout,2,1418,,2
Old Madras Road,4,3362,,2
Jnana Ganga Nagar,4,4190,,1.584375738
Sarjapur  Road,2,1400,,2
8th Phase JP Nagar,2,1297,,2
Sarjapur  Road,1,650,,0
Kasavanhalli,3,1378,,3
Thanisandra,2,1100,,1
JP Nagar,2,1161,,2
Mahadevpura,2,1161,,3
Electronic City,2,1100,,2
Hosur Road,3,1602,,2
Uttarahalli,2,1250,,1.584375738
rr nagar,4,3800,,3
Vishveshwarya Layout,2,1200,,2
"Varthur Road, ",2,1128,,2
Balagere,2,1185,,2
Electronic City Phase II,2,975,,1
Whitefield,2,1330,,1
VGP Layout,2,1085,,1
Thigalarapalya,2,1216,,1
Kaggadasapura,2,1200,,2
BTM Layout,2,1200,,2
Jakkur,2,1200,,2
TC Palaya,3,2625,,3
Yeshwanthpur,2,975,,1
Brookefield,3,1584,,2
Jakkur,1,800,,1
Magadi Road,5,2000,,2
Thubarahalli,3,1270,,2
CV Raman Nagar,2,1040,,1
KUDLU MAIN ROAD,3,1998,,2
Seegehalli,3,1500,,1
Yelahanka,7,7500,,2
Chikkabanavar,3,1357,,2
Chandapura,3,1500,,1
Thanisandra,3,1370.07,,1
Electronics City Phase 1,2,1165,,2
Harohalli,2,1050,,2
Whitefield,2,1100,,2
Whitefield,2,1255,,1
KR Puram,2,1260,,1
Kundalahalli,3,1500,,3
Ramamurthy Nagar,3,1779,,2
Yelahanka New Town,3,1586,,1
Bommasandra Industrial Area,2,1098,,1
Uttarahalli,3,1354,,1
Ambalipura,3,1240,,1
KR Puram,2,1239,,1
Green Woods Layout,2,1246,,1
Rajaji Nagar,3,1500,,3
Hosakerehalli,3,1416,,1
8th Phase JP Nagar,2,1027,,1
Seegehalli,2,1027,,1
Brookefield,3,1459,,1
Malleshwaram,2,992,,1
Vidyaranyapura,2,1066,,2
Subramanyapura,3,1240,,1
Raja Rajeshwari Nagar,3,1441,,1
Roopena Agrahara,3,1240,,1
Kalena Agrahara,2,1027,,1
Yelahanka,3,1354,,1
Ramamurthy Nagar,3,1936,,2
Bhoganhalli,3,1270,,1
Whitefield,2,1000,,1
Vidyaranyapura,3,1630,,2
Kundalahalli,3,1440,,2
Stage-4 Bommanahalli,3,1440,,2
Horamavu Banaswadi,6,2400,,2
Banashankari Stage II,3,2135,,2
Venkateshpuram,2,1275,,1.584375738
1st Phase JP Nagar,2,1200,,0
Hennur Road,2,1180,,2
Rayasandra,3,1340,,0
Gunjur Palya,3,1500,,2
Sarjapur  Road,3,2000,,3
HOSUR MAIN ROAD,2,1255,,3
Kanakapura,3,1685,,2
Whitefield,3,2135,,2
Marathahalli,2,1160,,1
Chikkalasandra,3,1300,,1
"Judicial Layout, Kanakapura Road, ",1,1050,,1
Kurubarahalli,3,1440,,3
Hormavu,2,1143,,2
Electronics City Phase 1,2,1020,,2
Hosakerehalli,2,1286,,2
Vishwapriya Layout,2,1101,,0
Kaggadasapura,2,1175,,2
Banashankari Stage V,3,1390,,2
7th Phase JP Nagar,3,1330,,1
Kundalahalli,2,1008,,3
Whitefield,3,1390,,2
Dodsworth Layout,3,1617,,3
Mullur,2,1150,,1
Kasturi Nagar,3,1330,,1
Hegganahalli,2,1200,,2
Bannerghatta Road,2,882,,1
Kothanur,2,993,,1
Prashanth Nagar,2,1045,,1
Haralur Road,2,850,,2
5th Phase JP Nagar,3,1345,,1
Electronic City Phase II,2,1089,,1
Sultan Palaya,2,1279,,2
Bellandur,3,1425,,2
Electronic City,2,1155,,2
Kaggadasapura,2,1050,,1
Ananth Nagar,3,1300,,1
Mysore Road,3,1250,,1
Lakshminarayana Pura,3,1200,,1
Whitefield,2,1085,,2
Chandapura,2,1175,,1
Hebbal Kempapura,2,1175,,1
Banashankari,3,1215,,2
Byrathi Village,2,1325,,1
Kengeri,3,1300,,2
Varthur,2,850,,2
Nagaraja Garden,3,1360,,3
Thanisandra,2,1134,,1
VGP Layout,3,1320,,3
Banashankari,3,1390,,2
Electronic City Phase II,2,1090,,2
Rayasandra,2,1050,,1
Ejipura,2,1123,,1
"Judicial Layout, Kanakapura Road, ",3,1329,,1
J.P.nagar 6th Phase.Sarakki Nagar,2,938,,0
Kanakapura,2,1100,,2
Bommenahalli,2,1125,,1
Giri Nagar,3,1390,,3
Whitefield,2,1180,,1
Yelahanka,2,1160,,2
Talaghattapura,3,1280,,2
Old Madras Road,2,1190,,1
1st Block BEL Layout,3,1330,,1
JP Nagar,3,1560,,3
Electronic City,2,1125,,1
Uttarahalli,3,1320,,2
Whitefield,2,1160,,2
Sarjapura - Attibele Road,2,1065,,1
Yelahanka,2,1075,,1
Sarjapur,2,1155,,1
Hormavu,3,1215,,2
Prithvi Layout,2,1180,,1
Billekahalli,2,1002,,1
Yelahanka,2,1002,,1
Hosur Road,2,1075,,1
Dodsworth Layout,2,1155,,2
Kaverappa Layout,2,1025,,1
Haralur Road,2,1125,,1
Whitefield,2,1300,,2
Kothnur Narayanapura,2,1025,,1
Amruthnagar,2,980,,1
Ambedkar Colony,2,1125,,1
Anekal,2,1175,,2
Gollarapalya Hosahalli,3,1525,,2
Kundalahalli,2,1213,,2
Lakshmipura,2,900,,2
Kirloskar Layout,2,1065,,1
Hongasandra,2,1125,,1
Rajaji Nagar,3,1270,,2
Ramamurthy Nagar,3,1270,,1
Lingadheeranahalli,2,1107,,1
Harlur,2,1200,,1
BEL Road,3,1500,,1
Vignana Nagar,2,1120,,1
Vittasandra,2,1150,,1
Dasanapura,3,1330,,1
Dodda Nekkundi,2,1050,,1
Varthur,2,1125,,1
Doddabele,3,1345,,1
Banashankari,3,1345,,1
1st Phase JP Nagar,2,1037,,1
Begur Road,2,1000,,2
Whitefield,2,1125,,2
Indira Nagar,3,1308,,3
Rayasandra,2,1160,,2
Race Course Road,2,1000,,1
Kaggadasapura,3,1330,,1
Electronics City Phase 1,2,1125,,1
Rajaji Nagar,2,1165,,0
Thanisandra,2,1260,,2
Raja Rajeshwari Nagar,2,1284,,2
Yelahanka,2,1150,,1
9th Phase JP Nagar,3,1290,,3
Shivaji Nagar,3,1328,,1
Whitefield,2,1040,,2
CV Raman Nagar,3,1290,,2
Chandapura,2,1075,,1
Thigalarapalya,3,1345,,1
Banashankari Stage VI,2,1133,,2
Srirampuram,3,2108,,3
Ejipura,2,1000,,1
Basaveshwara Nagar,3,1750,,2
Kannamangala,5,2500,,2
Basaveshwara Nagar,4,2300,,1.584375738
Bannerghatta Road,4,4800,,2
Bannerghatta Road,4,4800,,3
Manorayana Palya,1,551,,1
Uttarahalli,3,1254,,1
Jakkur,3,1432,,2
Horamavu Banaswadi,5,2000,,1
Abbaiah Reddy Layout,5,2000,,1
Sarjapur  Road,2,1334,,1
Chikkalasandra,3,1280,,3
Lingarajapuram,2,1088,,2
Vasanthapura,6,7000,,2
Vasantha Vallabha Nagar,2,1160,,2
Haralur Road,2,1385,,3
Ganga Nagar,3,1535,,2
Padmanabhanagar,2,1024,,2
Talaghattapura,2,1125,,2
Yeshwanthpur,2,1112,,2
Sadahalli,2,1055,,2
Vajarahalli,2,1280,,1.584375738
Marathahalli,2,977,,2
Sarjapur  Road,3,1250,,1.584375738
Electronic City Phase II,3,1200,,1
Marathahalli,2,1111,,2
Balagere,2,1140,,3
Marathahalli,2,1012,,1
Whitefield,2,1140,,2
Electronic City Phase II,2,1090,,2
Thanisandra,3,1450,,2
Pai Layout,2,1210,,1
Hoskote,2,1070,,2
Haralur Road,3,1360,,3
Choodasandra,2,965,,1
Vidyaranyapura,2,1120,,2
Panathur,3,1395,,3
Subramanyapura,2,1085,,1
Mathikere,2,1250,,2
Chandapura,3,1200,,1
Kothannur,2,1155,,1
Kasavanhalli,2,1035,,1
Bhoganhalli,2,1155,,2
BTM Layout,2,1180,,2
Mysore Road,2,1738,,1
Old Airport Road,2,1045,,1
Uttarahalli,2,1155,,2
Mysore Road,3,1615,,2
Anand nagar,2,1210,,1
Yeshwanthpur,2,1105,,3
6th Phase JP Nagar,3,1560,,2
Hegde Nagar,2,1760,,1
Hoskote,2,1210,,2
Bannerghatta Road,2,1112,,2
Whitefield,3,1665,,2
Gottigere,2,900,,1
Sathya Layout,2,1277,,2
Lakshminarayana Pura,3,1247,,2
Harlur,2,1050,,2
Vijayanagar,2,1255,,2
Hoodi,2,1033,,2
Electronics City Phase 1,2,1140,,2
5th Phase JP Nagar,2,850,,1
Shivaji Nagar,2,1330,,1
Thyagaraja Nagar,3,3025,,0
Choodasandra,4,2328,,1
5 Bedroom Farm House in Lakshmipura,6,2295,,0
Yelachenahalli,3,1500,,2
Raja Rajeshwari Nagar,3,1600,,2
Hulimavu,2,900,,1
Shree Ananth Nagar Layout,2,1022,,2
Bellandur,2,1135,,1
Shanti Nagar,2,995,,1
2nd Stage Arekere Mico Layout,2,995,,1
Parappana Agrahara,2,1037,,1
Jayamahal,2,978,,1
Dasarahalli,2,1037,,1
Sarjapur  Road,4,3000,,3
Jigani,2,950,,2
Veer Sandra,2,1250,,1
Karuna Nagar,1,595,,1
Whitefield,1,596,,1
Kanakpura Road,4,3080,,1
TC Palaya,3,5720,,0
Chennappa Layout,3,2700,,1
CV Raman Nagar,3,1545,,3
Kambipura,3,2020,,3
Kengeri Satellite Town,3,1603,,0
Brookefield,3,1650,,1
Bhuvaneshwari Nagar,2,1300,,1
Hormavu,2,850,,1
7th Phase JP Nagar,2,1276,,0
Hennur Road,2,1115,,1
Raja Rajeshwari Nagar 5th Stage,2,1440,,0
Electronic City Phase II,2,1062,,3
Sarjapur  Road,2,1200,,2
7th Phase JP Nagar,2,1060,,2
Budigere,2,1100,,1
Bisuvanahalli,3,1440,,0
TC Palaya,2,1100,,1
Electronics City Phase 1,2,1000,,1
Kadugodi,2,1120,,1
Electronic City,2,945,,1.584375738
Chennammana Kere,2,1100,,1
RMV Extension Stage 2,3,1200,,2
 Devarachikkanahalli,2,1200,,2
Langford Town,2,1050,,1
Chandra Layout,2,1188,,1
Kalena Agrahara,3,1100,,1
Sadanand Nagar,3,1100,,2
Kaggadasapura,4,2400,,1
Basavangudi,2,1100,,1
Bommenahalli,2,1200,,2
"Whietfield, ",2,1200,,1
Hosapalya,2,1200,,2
Uttarahalli,2,1100,,2
Arekere,2,1110,,2
Koramangala,2,1000,,2
Harlur,3,2400,,1
Electronics City Phase 1,3,1374,,2
Sidedahalli,3,1605,,3
Kodigehalli,3,1200,,1
Chandapura,3,1700,,2
Hennur Gardens,6,4000,,2
Frazer Town,3,1704,,2
Whitefield,3,1933,,1
Whitefield,3,1450,,0
Thigalarapalya,3,1580,,0
Horamavu Agara,3,1826,,2
Kundalahalli,3,1739,,1
Basaveshwara Nagar,3,1490,,2
Akshaya Nagar,2,1180,,2
Sarjapur  Road,1,606,,0
Tejaswini Nagar,2,1352,,2
Kasavanhalli,3,1527,,2
BTM Layout 1stage 9th Main,2,989,,0
Seegehalli,3,1520,,1
Electronic City Phase II,3,1749,,1
Jeevan bima nagar,2,1046,,1
OMBR Layout,1,606,,1
Kundalahalli,2,1200,,2
B Narayanapura,3,1760,,1.584375738
Banaswadi,3,2047,,2
Uttarahalli,3,1200,,1
Sanjay nagar,2,1178,,3
Thubarahalli,2,864,,0
Haralur Road,2,920,,2
Hoskote,2,1019,,1
Basava Nagar,5,2400,,3
Bannerghatta Road,2,1180,,1
Jigani,2,1046,,0
Kanakpura Road,1,2400,,0
Whitefield,1,492,,1
Yelahanka,2,1290,,2
Somasundara Palya,2,1275,,2
Bannerghatta Road,1,705,,2
Volagerekallahalli,3,1758,,2
Whitefield,2,1340,,1
Sarjapur  Road,2,1200,,2
Kanakapura,2,1145,,2
Haralur Road,2,1196,,2
Lavakusha Nagar,2,1110,,2
Lingadheeranahalli,3,1215,,2
Panathur,2,1075,,1
Outer Ring Road East,1,750,,1
Sarjapur  Road,4,2000,,1
Kodichikkanahalli,6,2100,,0
Hennur,4,2000,,0
Singanayakanahalli,3,2159,,2
Sarjapur  Road,3,2159,,2
Sarakki Nagar,4,2200,,0
Attibele,3,2159,,2
Thubarahalli,2,820,,1
Kundalahalli,2,770,,2
Sarjapur  Road,2,910,,3
Thanisandra,2,890,,3
Mahalakshmi Puram,2,946,,1
Gottigere,3,1200,,1
Malleshwaram,2,1100,,2
Brookefield,2,1000,,1
Bommanahalli,2,1404,,1
Vittal Mallya Road,2,1246,,1
Whitefield,2,1404,,1
Hoodi,2,1246,,1
Brindavan Nagar,2,1246,,1
Whitefield,2,1246,,1
Dena Bank Colony,2,1246,,1
Rachenahalli,2,1238,,1
Kadabagere,2,1404,,1
1st Block HBR Layout,2,1246,,1
Yelahanka,2,1238,,1
Whitefield,2,1246,,1
Sarjapur  Road,2,1259,,1
Thubarahalli,2,1404,,1
Mysore Road,2,1246,,1
NRI Layout,2,1246,,1
Devanahalli,2,1246,,1
Seetharampalya,2,1246,,1
Chandapura,2,1238,,1
Yelahanka,2,1246,,1
High grounds,2,1246,,1
Whitefield,2,1404,,2
Electronics City Phase 1,2,1259,,1
KUDLU MAIN ROAD,2,1404,,1
Doddabidrakallu,2,1246,,1
Electronics City Phase 1,2,1404,,1
Jigani,2,1246,,1
Shanti Nagar,2,1246,,1
Thanisandra,2,1404,,1
Rajaji Nagar,2,1246,,1
Sarjapur  Road,2,1246,,1
Bannerghatta Road,8,3000,,3
NGR Layout,2,1600,,1
Old Madras Road,2,1070,,2
Kammanahalli,2,1070,,2
Jnana Ganga Nagar,2,1067,,3
5th Phase JP Nagar,2,1070,,2
Kenchenahalli,2,1070,,2
Sarjapur,2,1095,,1
OMBR Layout,3,1610,,2
Kothanur,2,1459,,1
Yelahanka,2,1280,,2
Hormavu,3,1910,,2
Hoskote,4,3252,,1
Sarjapur  Road,4,11890,,3
Ejipura,2,1150,,1
9th Phase JP Nagar,3,1768,,2
Kodichikkanahalli,4,4144,,3
Kaval Byrasandra,4,4104,,2
Akshaya Nagar,3,1790,,1.584375738
Lingarajapuram,3,1720,,3
Austin Town,3,1640,,2
CV Raman Nagar,3,2280,,2
Hoskote,3,1897,,2
Nagavara,3,2225,,1
Banashankari,4,2268,,2
Kengeri,4,2400,,3
JP Nagar,2,1360,,1
Varthur Road,3,1697,,2
Tumkur Road,4,5000,,3
Geleyara Balaga Layout,4,3000,,3
Dollar Scheme Colony,3,1700,,2
Sector 2 HSR Layout,3,2842,,2
Hebbal,3,1500,,1
Sahakara Nagar,2,1280,,1
Varthur,3,1405,,1
Jinkethimmanahalli,3,2225,,3
Kothnoor Dinne,2,1272,,1
Kasturi Nagar,2,1192,,1
Koramangala,3,1626,,3
Frazer Town,3,1585,,2
Electronic City Phase II,2,1280,,0
Banashankari,3,1200,,2
Electronic City,4,4000,,2
Whitefield,3,1697,,2
HSR Layout,4,3606,,2
Kudlu Gate,2,1485,,1
Koramangala,1,950,,1
Rayasandra,1,825,,1
Hormavu,3,1635,,2
Devi Nagar,2,1216,,1
Sarjapur  Road,2,920,,1
Kudlu,2,1170,,1
Parappana Agrahara,2,1118,,1
Kanakapura,3,1800,,1.584375738
Seegehalli,3,1562,,2
Whitefield,3,2321,,1
Hennur Road,2,1320,,1
Kasavanhalli,3,3010,,2
Chandapura,2,1346,,1
New Gurappana Palya,4,2500,,3
Jakkur,1,905,,1
Guddadahalli,4,2268,,0
KR Puram,1,630.5,,0
Kumaraswami Layout,4,3537,,3
Vasanthpura,3,1697,,2
Kodigehaali,5,3250,,0
Kasthuri Nagar East Of NGEF,2,1269,,1
Chikka Gowdanapalya.,5,3227,,0
Electronic City,3,1545,,2
Horamavu Agara,4,3262,,2
Chamrajpet,2,1132,,1
Sarjapur  Road,4,2830,,2
8th Phase JP Nagar,2,1195,,1
Whitefield,3,3480,,1.584375738
Whitefield,1,709,,0
GM Palaya,2,1320,,3
VGP Layout,2,750,,1
Hosakerehalli,3,1200,,1
Bannerghatta Road,4,3445,,3
Whitefield,3,1700,,1
Old Madras Road,4,4827,,3
Old Madras Road,2,1405,,2
"TR Mill Road, Chamarajpet",4,3252,,3
Talaghattapura,2,1150,,2
Malleshwaram,4,2400,,3
Sultan Palaya,1,624,,1
Ittamadu,3,1700,,2
8th Phase JP Nagar,4,4960,,3
Kudlu Gate,4,2928,,3
Binny Pete,2,1216,,1
Kereguddadahalli,4,2882,,1
Hoodi,3,1840,,2
Hegde Nagar,3,1778,,2
Vishveshwarya Layout,1,650,,1
Sarjapur,4,2155,,3
Electronics City Phase 1,2,1216,,1
Ganga Nagar,2,1255,,3
Raja Rajeshwari Nagar,2,1216,,1
Mahadevpura,1,709,,0
Jigani,3,1745,,3
Poorna Pragna Layout,4,3200,,3
Rachenahalli,1,825,,1
Marathahalli,3,1870,,2
Medahalli,3,1862,,2
Yelahanka,3,1655,,1
Whitefield,1,530,,1
Kanakapura,1,905,,1
Thanisandra,3,1600,,2
HSR Layout,1,630.5,,0
Singasandra,1,905,,1
Uttarahalli,2,1216,,1
Banashankari,2,1216,,1
7th Phase JP Nagar,1,750,,1
Green View Layout,2,1173,,1
Maruthi Nagar,3,1200,,1
Yelachenahalli,4,3425,,2
Sector 2 HSR Layout,3,2173,,2
Bhoganhalli,1,905,,1
Nandi Hills,3,1870,,2
HAL 2nd Stage,2,1320,,1
TC Palaya,3,2901,,2
Giri Nagar,2,1485,,1
Huskur,3,1755,,3
Frazer Town,3,2225,,1
BTM Layout,2,1250,,2
Ramesh Nagar,1,605,,1
Whitefield,3,2210,,2
Hulimavu,2,1173,,1
BEML Layout,3,1740,,3
Chokkanahalli,2,1216,,1
