location,bhk,total_sqft,bath,price
Yelenahalli,1,1500,1,45.69
Benson Town,2,2850,2,72
Raja Rajeshwari Nagar,3,1751,3,102
Vasanth nagar,3,4750,3,93.04
Bommasandra,3,1020,3,135
Thanisandra,3,1148,3,115
Talaghattapura,2,1856,2,82
Basavangudi,3,1754,4,113
2nd Block Hrbr Layout,1,4273,1,42
B Narayanapura,3,1060,3,130
Haralur Road,2,1300,2,74
Hormavu,3,3000,3,104
Bellandur,3,1325,3,135
Sai Gardens,2,1261,2,75
Manayata Tech Park,1,1100,1,34.3
Ramamurthy Nagar,4,700,5,135
7th Phase JP Nagar,2,1675,2,78
Ullal Road,2,3400,2,55
Kodihalli,2,3260,2,68
Doddakammanahalli,3,1180,3,110
Uttarahalli,3,1160,3,93.15
Kasavanhalli,2,1863,2,68.1
Sahakara Nagar,2,1914,2,72
BTM Layout,3,1458,3,107
Thirumenahalli,3,1200,3,105
Babusapalaya,2,1105,2,83
Hulimavu,1,3035,1,35.285
Bannerghatta Road,2,1200,2,56
Akshaya Nagar,3,1662,3,95
Yelahanka,1,1556,1,38.535
Jigani,3,918,3,110
Sarjapur  Road,3,1455,3,88
Jakkasandra Extension,3,1205,3,122
BEML Layout,3,1194,3,120
Laggere,1,1200,1,50
Bannerghatta Road,1,1100,2,58
Sarjapur  Road,3,1405,3,110
Subramanyapura,3,929,4,123
Frazer Town,2,3436,2,77.25
7th Phase JP Nagar,3,1035,3,88
8th Phase JP Nagar,1,2100,1,29
Channasandra,3,1065,3,100
Bannerghatta Road,1,1365 - 1700,1,45
Kengeri,3,1500,3,98
Hullahalli,3,1200,2,83
Hormavu,2,1093,2,65
Anandapura,3,1250,3,115
Marathahalli,2,1680,2,75
Nagarbhavi,3,1146,4,122
Jagajyothi layout,2,1250,2,55
Ramagondanahalli,2,1451,2,77.3
Nobo Nagar,1,1424,1,38
Gottigere,2,1435,2,72
Devanahalli,3,658,3,105
Bommanahalli,1,1300,1,27.5
Whitefield,3,1242,4,139
Marathahalli,2,1910,2,71
Yelahanka,3,1610,3,93.25
Hulimavu,3,1127,3,112
Yelahanka,1,1075,1,61
Mysore Road,3,1155,3,107
Lakkasandra Extension,1,1280,1,34.355
Krishna Reddy Layout,3,1250,4,125
Kuvempu Layout,4,2200,4,129
Billekahalli,3,2400,3,90
Chandapura,2,876,2,70
Nagarbhavi,3,1850,3,96
Kadugodi,2,1314,2,83.05
Rachenahalli,3,690,2,80
Electronic City Phase II,3,3500 - 3600,4,117
Srirampura,2,1230,2,54
Bommasandra,3,920,4,122
Sarjapur  Road,1,1850,1,38.46
Electronic City,3,1073,4,120
Maithri Layout,1,1540,1,50.4
Kanakpura Road,1,1550,1,32.82
Kalyan nagar,3,1198,3,115
HBR Layout,4,1656,4,220
Kaveri Nagar,2,1900,2,90
Ramagondanahalli,3,1910,4,125
Mysore Road,3,1003,3,100
Chickpet,4,122Sq. Yards,4,130
Whitefield,3,1495,3,151
Thanisandra,4,2172,4,183
Sarakki Nagar,3,2400,3,455
T G extension,4,1200,4,590
Whitefield,4,1548,4,602
2nd Block Koramangala,2,5400,2,103
Whitefield,2,2830 - 2882,2,95
Hosur Road,2,1689,2,103
Electronic City Phase II,2,1031,2,101
Bhoganhalli,2,2119,2,104
Whitefield,4,1200,5,225
JCR Layout,2,1060,2,103
Devi Nagar,3,1100,4,159
GKW Layout,2,1350,2,106
Gandhi Nagar,2,1050,2,104
Hennur Road,2,1250,2,105
8th Block Jayanagar,2,1100,2,104
Whitefield,2,1200,2,106
Seegehalli,3,1420,4,155
Electronic City,3,1500,4,135
OLd Gurappanapalya,2,1942,2,105
Haralur Road,3,1985,4,160
Sarjapur  Road,3,950,4,160
AMS Layout,3,1200,4,155
Green Glen Layout,3,1752,4,153
Abbigere,3,1200,4,157
Mahalakshmi Layout,2,1200,2,105
Old Madras Road,4,1480,5,249
Jnana Ganga Nagar,4,600,4,325
Sarjapur  Road,2,1826,2,105
8th Phase JP Nagar,2,1035,2,98
Sarjapur  Road,1,2600,1,30
Kasavanhalli,3,1667,2,42.33
Thanisandra,2,934,2,39.5
JP Nagar,2,84.53Sq. Meter,2,36.69
Mahadevpura,2,1620,2,36.69
Electronic City,2,1070,2,70
Hosur Road,3,3600,3,56
Uttarahalli,2,1280,2,59
rr nagar,4,1400,4,239
Vishveshwarya Layout,2,1200,2,78
"Varthur Road, ",2,1330,2,75
Balagere,2,1012,2,65
Electronic City Phase II,2,1611,2,55
Whitefield,2,1405,2,75
VGP Layout,2,1515,2,70
Thigalarapalya,2,1830,2,80
Kaggadasapura,2,1710,2,79
BTM Layout,2,935,2,80
Jakkur,2,2197,2,79.55
TC Palaya,3,600,3,175
Yeshwanthpur,2,1678,2,50
Brookefield,3,1410,3,101
Jakkur,1,1125,1,100
Magadi Road,5,1191,4,145
Thubarahalli,3,1200,2,95.25
CV Raman Nagar,2,1525,2,68
KUDLU MAIN ROAD,3,1464,3,117
Seegehalli,3,920,2,87
Yelahanka,7,651,7,400
Chikkabanavar,3,600,2,65
Chandapura,3,645,3,87
Thanisandra,3,1185,3,65
Electronics City Phase 1,2,1190,2,59.8
Harohalli,2,2.09Acres,2,55
Whitefield,2,2830 - 2882,2,55
Whitefield,2,1355,2,56.7
KR Puram,2,1200,2,55
Kundalahalli,3,7000,3,95
Ramamurthy Nagar,3,1200,3,112
Yelahanka New Town,3,500,3,100
Bommasandra Industrial Area,2,1250,2,72
Uttarahalli,3,1480,3,90
Ambalipura,3,3300,2,84
KR Puram,2,1482 - 1684,2,82
Green Woods Layout,2,1206,2,82
Rajaji Nagar,3,1357,3,100
Hosakerehalli,3,925,3,94
8th Phase JP Nagar,2,909,2,60
Seegehalli,2,3000,2,68.62
Brookefield,3,1100,2,95
Malleshwaram,2,3000,2,60
Vidyaranyapura,2,1100,2,52.5
Subramanyapura,3,975,2,79
Raja Rajeshwari Nagar,3,1306,2,95
Roopena Agrahara,3,1200,2,83
Kalena Agrahara,2,610,2,67
Yelahanka,3,1484,3,85.86
Ramamurthy Nagar,3,1125,2,54.21
Bhoganhalli,3,1447,2,35.56
Whitefield,2,2882,1,75
Vidyaranyapura,3,750,3,68.29
Kundalahalli,3,2075,2,60.33
Stage-4 Bommanahalli,3,1250,2,63.93
Horamavu Banaswadi,6,1272,5,75
Banashankari Stage II,3,1050,3,215
Venkateshpuram,2,625,2,120
1st Phase JP Nagar,2,840,2,60
Hennur Road,2,2502,2,100
Rayasandra,3,583,3,90
Gunjur Palya,3,900,2,125
Sarjapur  Road,3,1115,3,185
HOSUR MAIN ROAD,2,1464,2,120
Kanakapura,3,2200,4,185
Whitefield,3,750,3,170
Marathahalli,2,1600,2,130
Chikkalasandra,3,1365,2,67
"Judicial Layout, Kanakapura Road, ",1,1300,1,70
Kurubarahalli,3,1200,2,62
Hormavu,2,1260,2,45
Electronics City Phase 1,2,1190,2,45
Hosakerehalli,2,2480,2,63
Vishwapriya Layout,2,1250,2,45
Kaggadasapura,2,1500,2,47
Banashankari Stage V,3,1510,2,62.55
7th Phase JP Nagar,3,1187,2,56
Kundalahalli,2,1120,2,45
Whitefield,3,981 - 1249,2,60.47
Dodsworth Layout,3,1717,3,66.68
Mullur,2,2099,2,49
Kasturi Nagar,3,1100,2,56
Hegganahalli,2,1200,2,44
Bannerghatta Road,2,1465,2,30
Kothanur,2,1500,2,39.71
Prashanth Nagar,2,4050,2,45
Haralur Road,2,1255,2,37.93
5th Phase JP Nagar,3,1220,2,57
Electronic City Phase II,2,1065,2,43.55
Sultan Palaya,2,1765,2,48
Bellandur,3,1281,2,64
Electronic City,2,1210,2,40.42
Kaggadasapura,2,1215,2,42
Ananth Nagar,3,1200,2,55
Mysore Road,3,1237,2,55
Lakshminarayana Pura,3,1300,3,50
Whitefield,2,1105,2,43
Chandapura,2,1505,2,47
Hebbal Kempapura,2,3900,2,47
Banashankari,3,1186,2,52.85
Byrathi Village,2,900,2,53
Kengeri,3,750,2,60
Varthur,2,1083,2,35
Nagaraja Garden,3,1430,2,61.2
Thanisandra,2,1056,2,45.36
VGP Layout,3,2108,2,55.44
Banashankari,3,1650,2,61.16
Electronic City Phase II,2,1220,2,45
Rayasandra,2,1198,2,42
Ejipura,2,1190,2,48
"Judicial Layout, Kanakapura Road, ",3,900,2,56
J.P.nagar 6th Phase.Sarakki Nagar,2,2690,2,35
Kanakapura,2,1340,1,45
Bommenahalli,2,2940,2,47
Giri Nagar,3,2400,2,62.55
Whitefield,2,2324,2,41.3
Yelahanka,2,1260,2,45
Talaghattapura,3,2254,2,60
Old Madras Road,2,2990,2,53.55
1st Block BEL Layout,3,1800,2,57
JP Nagar,3,820,3,74
Electronic City,2,1296,2,48
Uttarahalli,3,1190,2,55.44
Whitefield,2,1173,2,40.6
Sarjapura - Attibele Road,2,1800,2,42.59
Yelahanka,2,1102,2,46.76
Sarjapur,2,913,2,40.6
Hormavu,3,1176,2,52.85
Prithvi Layout,2,1620,2,41.3
Billekahalli,2,2968,2,40.08
Yelahanka,2,1519,2,40.08
Hosur Road,2,1345,2,40
Dodsworth Layout,2,1594,2,40.43
Kaverappa Layout,2,1250,2,35.88
Haralur Road,2,1056,2,47.65
Whitefield,2,1200,2,55
Kothnur Narayanapura,2,1290,2,35.88
Amruthnagar,2,1150,2,45
Ambedkar Colony,2,1464,2,47
Anekal,2,1200,2,47
Gollarapalya Hosahalli,3,861,2,62.82
Kundalahalli,2,1047,2,48
Lakshmipura,2,1200,2,35
Kirloskar Layout,2,1200,2,42.6
Hongasandra,2,1065,2,47
Rajaji Nagar,3,2300,2,55.25
Ramamurthy Nagar,3,1000,2,55.25
Lingadheeranahalli,2,1682,2,45
Harlur,2,1756,2,55
BEL Road,3,4000,3,68
Vignana Nagar,2,1050,2,50
Vittasandra,2,1238,2,46
Dasanapura,3,814,2,58
Dodda Nekkundi,2,1145,2,42
Varthur,2,965,2,48
Doddabele,3,750,2,57
Banashankari,3,1300,2,57
1st Phase JP Nagar,2,1590,2,36
Begur Road,2,644,2,39.5
Whitefield,2,982,1,45
Indira Nagar,3,1260,2,53
Rayasandra,2,1555,2,40.58
Race Course Road,2,2500,2,35
Kaggadasapura,3,1225,2,57
Electronics City Phase 1,2,1085,2,47
Rajaji Nagar,2,1640,1,42.09
Thanisandra,2,1595,2,55
Raja Rajeshwari Nagar,2,1196,2,53.36
Yelahanka,2,1859,2,45.99
9th Phase JP Nagar,3,1079,2,56.12
Shivaji Nagar,3,550,2,56
Whitefield,2,1118,2,36.4
CV Raman Nagar,3,1198,2,56.12
Chandapura,2,1100 - 1225,2,46.76
Thigalarapalya,3,1830,2,57
Banashankari Stage VI,2,1160,2,55
Srirampuram,3,1485,3,85
Ejipura,2,2070,2,44
Basaveshwara Nagar,3,750,3,85
Kannamangala,5,957,5,120
Basaveshwara Nagar,4,2400,4,200
Bannerghatta Road,4,1268,5,420
Bannerghatta Road,4,1450,4,420
Manorayana Palya,1,1600,1,30
Uttarahalli,3,1330,2,70
Jakkur,3,1355,3,79
Horamavu Banaswadi,5,1272,4,103
Abbaiah Reddy Layout,5,1100,4,99
Sarjapur  Road,2,1220,2,62
Chikkalasandra,3,1075,2,55
Lingarajapuram,2,800,2,43.5
Vasanthapura,6,995,6,560
Vasantha Vallabha Nagar,2,900,2,44
Haralur Road,2,1140,2,80
Ganga Nagar,3,1480,3,65.99
Padmanabhanagar,2,1710,2,42
Talaghattapura,2,2106,2,40
Yeshwanthpur,2,2400,2,40
Sadahalli,2,3800,2,45.35
Vajarahalli,2,800,2,65
Marathahalli,2,1602,2,36
Sarjapur  Road,3,1660,3,71
Electronic City Phase II,3,1549,3,67.75
Marathahalli,2,700,2,41.88
Balagere,2,1012,2,55.5
Marathahalli,2,1469,2,59
Whitefield,2,1216,2,39.9
Electronic City Phase II,2,1065,2,48
Thanisandra,3,1411,3,71
Pai Layout,2,1400,2,60
Hoskote,2,1250,2,46
Haralur Road,3,1245,2,85
Choodasandra,2,1115,2,34
Vidyaranyapura,2,1000,2,44.24
Panathur,3,1565 - 1595,2,79
Subramanyapura,2,1800,2,45
Mathikere,2,1500,2,47
Chandapura,3,645,3,68.38
Kothannur,2,1275,2,60
Kasavanhalli,2,1494,2,60
Bhoganhalli,2,1949,2,39
BTM Layout,2,1020,2,55
Mysore Road,2,883,2,57.35
Old Airport Road,2,3200,2,40.65
Uttarahalli,2,1680,2,39
Mysore Road,3,2232,3,69.43
Anand nagar,2,2010,2,64.15
Yeshwanthpur,2,1240,2,38
6th Phase JP Nagar,3,1213,3,90
Hegde Nagar,2,1835,2,85
Hoskote,2,1800,2,54
Bannerghatta Road,2,2932,2,40
Whitefield,3,3425,3,71.58
Gottigere,2,945,2,27
Sathya Layout,2,1504,2,59
Lakshminarayana Pura,3,1569,2,58
Harlur,2,1755,2,42.7
Vijayanagar,2,1760,2,52.76
Hoodi,2,1240,2,32
Electronics City Phase 1,2,1450,2,49.11
5th Phase JP Nagar,2,1000,2,25.4
Shivaji Nagar,2,3820,2,64
Thyagaraja Nagar,3,2000,3,500
Choodasandra,4,1215,4,528
5 Bedroom Farm House in Lakshmipura,6,24Guntha,3,650
Yelachenahalli,3,1330,2,95
Raja Rajeshwari Nagar,3,1178,3,76
Hulimavu,2,1500,1,44
Shree Ananth Nagar Layout,2,2040,2,40
Bellandur,2,2000,2,39.73
Shanti Nagar,2,1602,2,34.82
2nd Stage Arekere Mico Layout,2,1200,2,34.82
Parappana Agrahara,2,1194,2,36.28
Jayamahal,2,1800,2,34.22
Dasarahalli,2,2400,2,36.28
Sarjapur  Road,4,1700,4,264
Jigani,2,1200,2,45
Veer Sandra,2,1500,2,55
Karuna Nagar,1,1240,1,42
Whitefield,1,3000,1,42
Kanakpura Road,4,1737,2,285
TC Palaya,3,900,3,350
Chennappa Layout,3,1280,2,260
CV Raman Nagar,3,1560,3,85
Kambipura,3,883,3,270
Kengeri Satellite Town,3,750,2,125
Brookefield,3,2400,3,165
Bhuvaneshwari Nagar,2,900,2,129
Hormavu,2,1030,2,72
7th Phase JP Nagar,2,1850,2,146
Hennur Road,2,1831,2,115
Raja Rajeshwari Nagar 5th Stage,2,1095,2,95
Electronic City Phase II,2,1320,2,38
Sarjapur  Road,2,1270 - 1275,2,55
7th Phase JP Nagar,2,1000,2,55
Budigere,2,1820,2,54
Bisuvanahalli,3,1075,2,70
TC Palaya,2,1500,2,54
Electronics City Phase 1,2,360,2,35
Kadugodi,2,840 - 1010,2,70
Electronic City,2,1140,2,40
Chennammana Kere,2,1145,2,54
RMV Extension Stage 2,3,1862,2,65
 Devarachikkanahalli,2,947,2,52
Langford Town,2,697Sq. Meter,2,50
Chandra Layout,2,700,2,50
Kalena Agrahara,3,1120,2,75
Sadanand Nagar,3,2700,2,72
Kaggadasapura,4,1805,5,135
Basavangudi,2,1100,2,41
Bommenahalli,2,1355,2,60.5
"Whietfield, ",2,1677,2,42
Hosapalya,2,2500,2,55
Uttarahalli,2,1560,2,47
Arekere,2,2060,2,58
Koramangala,2,1716,2,35
Harlur,3,1864,2,150
Electronics City Phase 1,3,638,2,70
Sidedahalli,3,1200,2,85
Kodigehalli,3,1150,2,68
Chandapura,3,937,2,68.5
Hennur Gardens,6,1490,6,460
Frazer Town,3,4856,3,110
Whitefield,3,4003,3,129
Whitefield,3,1100,3,100
Thigalarapalya,3,1000,2,134
Horamavu Agara,3,1060,3,121
Kundalahalli,3,1047,3,116
Basaveshwara Nagar,3,1200,3,100
Akshaya Nagar,2,1420,2,65
Sarjapur  Road,1,1539,1,34.78
Tejaswini Nagar,2,1550,2,68
Kasavanhalli,3,1555,3,115
BTM Layout 1stage 9th Main,2,600,2,60
Seegehalli,3,1553,2,103
Electronic City Phase II,3,920,3,117
Jeevan bima nagar,2,1740,2,75
OMBR Layout,1,1855,1,40
Kundalahalli,2,1724,2,62
B Narayanapura,3,1020,3,140
Banaswadi,3,1000,3,136
Uttarahalli,3,1250,2,75
Sanjay nagar,2,1450,2,82
Thubarahalli,2,1200,2,45
Haralur Road,2,1140,2,60
Hoskote,2,900,2,58
Basava Nagar,5,550,6,125
Bannerghatta Road,2,1450,2,86
Jigani,2,1500,2,49.06
Kanakpura Road,1,700,2,230
Whitefield,1,1200,1,40
Yelahanka,2,1050,2,71.95
Somasundara Palya,2,1600,2,47
Bannerghatta Road,1,1625,1,36.5
Volagerekallahalli,3,1492,3,95
Whitefield,2,2830 - 2882,2,65
Sarjapur  Road,2,1489,2,52
Kanakapura,2,1560,2,51
Haralur Road,2,1140,2,56.81
Lavakusha Nagar,2,1431,2,52
Lingadheeranahalli,3,1682,2,49.75
Panathur,2,1198,2,55
Outer Ring Road East,1,3664,1,30
Sarjapur  Road,4,1550,4,75
Kodichikkanahalli,6,1026,6,92
Hennur,4,1260,3,90
Singanayakanahalli,3,690,3,110
Sarjapur  Road,3,539,3,120
Sarakki Nagar,4,1200,3,115
Attibele,3,2400,3,120
Thubarahalli,2,1200,2,30
Kundalahalli,2,2500,2,30
Sarjapur  Road,2,1186,2,36
Thanisandra,2,1039,2,37
Mahalakshmi Puram,2,1500,2,38
Gottigere,3,1500,3,80
Malleshwaram,2,2520,2,49
Brookefield,2,1225,2,45
Bommanahalli,2,1350,2,71
Vittal Mallya Road,2,1030,2,67
Whitefield,2,1550,2,69.3
Hoodi,2,1490,2,67.3
Brindavan Nagar,2,1520,2,64.5
Whitefield,2,4100,2,64.5
Dena Bank Colony,2,1391,2,68
Rachenahalli,2,1200,2,67
Kadabagere,2,1200,2,75
1st Block HBR Layout,2,2500,2,65
Yelahanka,2,1322,2,67
Whitefield,2,2173,2,67.4
Sarjapur  Road,2,1200,2,67.4
Thubarahalli,2,1200,2,68.8
Mysore Road,2,1170,2,62.3
NRI Layout,2,1125,2,63
Devanahalli,2,655 - 742,2,67.4
Seetharampalya,2,1250,2,65.4
Chandapura,2,1025,2,67.32
Yelahanka,2,1075,2,67.4
High grounds,2,1900,2,67.3
Whitefield,2,1435,2,70
Electronics City Phase 1,2,1175,2,67.48
KUDLU MAIN ROAD,2,1464,2,75
Doddabidrakallu,2,900,2,67
Electronics City Phase 1,2,585,2,72
Jigani,2,3170,2,67.5
Shanti Nagar,2,1602,2,67.5
Thanisandra,2,1220,2,70
Rajaji Nagar,2,2500,2,65
Sarjapur  Road,2,2145,2,67.4
Bannerghatta Road,8,960,4,130
NGR Layout,2,907,2,160
Old Madras Road,2,1210,2,33
Kammanahalli,2,900,2,33.15
Jnana Ganga Nagar,2,1230,2,33.99
5th Phase JP Nagar,2,1350,2,32.99
Kenchenahalli,2,1150,2,33.43
Sarjapur,2,1404,2,39
OMBR Layout,3,1050,3,81
Kothanur,2,1020,2,94.82
Yelahanka,2,1285,2,75
Hormavu,3,1018,3,161
Hoskote,4,1200,4,230
Sarjapur  Road,4,1115,4,700
Ejipura,2,1600,2,70
9th Phase JP Nagar,3,1480,3,101
Kodichikkanahalli,4,2500,4,315
Kaval Byrasandra,4,480,4,360
Akshaya Nagar,3,1435,3,100
Lingarajapuram,3,450,3,100
Austin Town,3,600,4,91
CV Raman Nagar,3,1590,4,126
Hoskote,3,800 - 2660,3,130
Nagavara,3,936,2,125
Banashankari,4,1181,3,163
Kengeri,4,1741,4,200
JP Nagar,2,1750,2,95
Varthur Road,3,1050,3,94.79
Tumkur Road,4,1027,4,400
Geleyara Balaga Layout,4,596,5,250
Dollar Scheme Colony,3,3463,3,115
Sector 2 HSR Layout,3,1600,3,162
Hebbal,3,2790,3,130
Sahakara Nagar,2,1000,2,75
Varthur,3,1120,2,78
Jinkethimmanahalli,3,1200,3,115
Kothnoor Dinne,2,1200,2,95.05
Kasturi Nagar,2,1570,2,71
Koramangala,3,1500,3,89
Frazer Town,3,1315,3,88
Electronic City Phase II,2,1140,2,85
Banashankari,3,1105,3,68.5
Electronic City,4,1200,4,330
Whitefield,3,905,3,108
HSR Layout,4,2400,4,312
Kudlu Gate,2,1185,2,90
Koramangala,1,1083,1,50
Rayasandra,1,1458,1,45
Hormavu,3,1555,2,85
Devi Nagar,2,1200,2,79
Sarjapur  Road,2,1308,2,63
Kudlu,2,1024,2,71
Parappana Agrahara,2,1194,2,75
Kanakapura,3,1450,3,110
Seegehalli,3,1639,3,103
Whitefield,3,1870,4,128
Hennur Road,2,1232,2,95
Kasavanhalli,3,1719,3,200
Chandapura,2,975,2,96.17
New Gurappana Palya,4,2000,4,155
Jakkur,1,1230,1,55
Guddadahalli,4,1350,3,146
KR Puram,1,1076,1,32.79
Kumaraswami Layout,4,2400,5,210
Vasanthpura,3,995,3,115
Kodigehaali,5,2120,5,290
Kasthuri Nagar East Of NGEF,2,2400,2,75
Chikka Gowdanapalya.,5,850,5,250
Electronic City,3,1096,3,79
Horamavu Agara,4,1107.83,4,260
Chamrajpet,2,505,2,79.28
Sarjapur  Road,4,1320,5,160
8th Phase JP Nagar,2,1408 - 1455,2,70
Whitefield,3,1320,4,284
Whitefield,1,2901,1,34.385
GM Palaya,2,1315,2,79.5
VGP Layout,2,1000,2,52.7
Hosakerehalli,3,1596,3,61.96
Bannerghatta Road,4,1750,5,270
Whitefield,3,2403,3,140
Old Madras Road,4,1350,4,400
Old Madras Road,2,4050 - 4075,2,84.5
"TR Mill Road, Chamarajpet",4,1175,4,280
Talaghattapura,2,921,2,90
Malleshwaram,4,4000,4,147
Sultan Palaya,1,1713,1,35
Ittamadu,3,1200,3,95
8th Phase JP Nagar,4,1900,4,400
Kudlu Gate,4,1664,4,198
Binny Pete,2,1795,2,84
Kereguddadahalli,4,600,5,204
Hoodi,3,1240,3,140
Hegde Nagar,3,1965,3,122
Vishveshwarya Layout,1,600,1,25
Sarjapur,4,4111,3,125
Electronics City Phase 1,2,1200,2,75
Ganga Nagar,2,1112,2,77
Raja Rajeshwari Nagar,2,3000,2,73
Mahadevpura,1,1136,1,34.735
Jigani,3,914,3,100
Poorna Pragna Layout,4,1270,4,224
Rachenahalli,1,1050,1,44.9
Marathahalli,3,1385,3,138
Medahalli,3,990,3,125
Yelahanka,3,845,3,113
Whitefield,1,1485,1,29.44
Kanakapura,1,1460,1,50
Thanisandra,3,1450,3,82
HSR Layout,1,1360,1,32.15
Singasandra,1,1375,1,52
Uttarahalli,2,1125,2,83
Banashankari,2,720,2,75
7th Phase JP Nagar,1,1460,1,51
Green View Layout,2,1107,2,77
Maruthi Nagar,3,1158,3,68.4
Yelachenahalli,4,800,5,250
Sector 2 HSR Layout,3,600,3,128
Bhoganhalli,1,1760,1,62
Nandi Hills,3,3200,3,138
HAL 2nd Stage,2,600,2,99.26
TC Palaya,3,1350,4,190
Giri Nagar,2,600,2,96.51
Huskur,3,1125,3,101
Frazer Town,3,1706,3,149
BTM Layout,2,1600,2,82
Ramesh Nagar,1,1200,1,40
Whitefield,3,1755,3,156
Hulimavu,2,1200,2,78.2
BEML Layout,3,1200,4,130
Chokkanahalli,2,1266.67,2,75
Kariyammana Agrahara,3,1800,3,120
Sector 7 HSR Layout,2,1200,2,70
2nd Phase Judicial Layout,3,1300,4,130
Nirman Layout,3,800,4,118
Whitefield,1,4800,1,60
Mysore Road,3,942 - 1117,3,90
Raja Rajeshwari Nagar,4,1128,5,240
NS Palya,4,2000,5,190
Panathur,2,1210,2,78.5
Arekere,1,2710,1,57.6
Raja Rajeshwari Nagar,1,1151,1,19.83
Rajaji Nagar,3,7500,3,104
HOSUR MAIN ROAD,3,1464,3,97
Electronic City,3,1017,3,150
Sarjapur  Road,3,920,3,67.77
HRBR Layout,2,1200,2,90
Nyanappana Halli,2,1000,2,75
Munnekollal,2,1750,2,94.84
Dasanapura,2,1163,2,103
7th Phase JP Nagar,3,1650,4,208
Kundalahalli Colony,2,1800,2,90.33
CV Raman Nagar,4,1100,4,143
R.T. Nagar,3,1200,3,125
Ganga Nagar,3,1410,3,200
Begur Road,3,1933,2,65
Begur Road,2,1200,2,82
Whitefield,2,1608,3,88
Jakkasandra Extension,3,2679,3,103
Horamavu Banaswadi,3,1156,3,84
T.C PALYA,3,1230,3,90
Kasavanhalli,2,770,2,75
Ardendale,3,1777.26,3,120
Kanakpura Road,2,1339,2,78
Sarjapur  Road,3,3044,3,88
Chennappa Layout,2,1080,2,84.03
Doddabommasandra,2,3150,2,72.5
Nagadevanahalli,3,2400,4,115
Hulimavu,3,1450,2,100
Kothanur,4,1075,3,198
Sarjapur  Road,3,1163,3,98.97
TC Palaya,3,1200,3,95
Kattigenahalli,3,1200,3,108
Marathahalli,3,3090,3,95
Hebbal,2,1299,2,88
Electronic City,2,1130,2,80
HRBR Layout,4,1170,4,225
JP Nagar,2,1750 - 2640,2,101
Yelahanka,3,2600,3,78.57
KR Puram,3,1140,3,85
Kanakpura Road,2,1900,2,65
Bommasandra Industrial Area,3,1090,2,65
Electronic City,3,1110,3,261
Nagavarapalya,2,705,2,73
HBR Layout,3,1089,3,290
tc.palya,4,880,5,234
Kereguddadahalli,3,1080,3,145
Thanisandra,4,1093,5,265
Banashankari Stage III,2,1480,2,77
Hegde Nagar,3,1703,3,139
Hebbal,2,1200,2,84
Marathahalli,3,1690,3,85
Yelahanka,1,1305,1,29
Talaghattapura,4,1257,4,161
Subash Nagar,4,1150,3,149
Stage-4 Bommanahalli,4,1194,2,188
Chokkahalli,3,2000,3,160
Anekal,3,1500,3,110
Bellari Road,1,1025,1,57
Horamavu Agara,3,980,3,106
Hosakerehalli,1,1200,1,39
Whitefield,4,2225,4,410
Ashirvad Colony,3,1022,3,107
Sidedahalli,3,882,3,113
Narayanapura,4,1153,4,218
Pai Layout,4,1175,5,253
Vidyaranyapura,4,1560,4,330
Yelahanka New Town,2,650,2,85
Vishwapriya Nagar,2,600,2,77
Billekahalli,3,1350,3,140
Akshya Nagar,4,1200,4,247
Telecom Layout,3,1200,4,125
Chandapura,4,800,5,200
Electronic City,3,2093,3,92.63
Uttarahalli,2,1320,2,70
Bannerghatta Road,2,1275,2,94
Begur Road,2,1215,2,89
Kanakapura,3,1130,3,300
Begur Road,2,1444,2,72
Vikram Nagar,4,950,5,475
Padmanabhanagar,3,1000,3,74
Banashankari Stage II,3,1240,3,96.9
2nd Stage Nagarbhavi,2,600,2,70
Hennur,2,1231,2,75
Benson Town,3,1300,4,157
Yeshwanthpur,2,1713,2,75
Kogilu,3,1200,3,113
Sarjapur  Road,5,3004,5,331
Sonnenahalli,3,1310,3,67.75
Jalahalli,4,790,4,145
Koramangala,2,1744,2,110
Amblipura,3,1605,3,110
Whitefield,2,1250,2,105
Malleshwaram,2,2476,2,78.2
Subramanyapura,2,1260,2,85
Rajaji Nagar,3,1615,2,105
Yelahanka,3,1180,3,128
Uttarahalli,3,1255,3,103
Electronic City,3,1025,3,107
Sarjapur  Road,3,1877,3,139
Lakshminarayana Pura,1,1649,1,48
5th Block Hbr Layout,3,2600,3,125
Hennur,1,2500,1,59
Doddakammanahalli,2,1542,2,58
Thigalarapalya,2,1418,2,75
Sarvabhouma Nagar,1,1012,1,75
Chandapura,3,1200,3,155
Sarjapur  Road,3,1115,3,135
Green Glen Layout,2,1680,2,40.1
Old Madras Road,3,1171,2,105
Tumkur Road,2,1027,1,150
Shampura,3,1700,3,130
Kanakapura,2,1090,2,55
Hennur Road,2,1232,2,78
Anekal,3,766,3,73.5
Banashankari Stage III,2,1200,1,30
Kanakpura Road,2,525,2,60
Hosa Road,3,142.61Sq. Meter,2,72
JP Nagar,2,1452,2,55
Choodasandra,2,1254,2,50
MS Pallya,2,3600,2,78
Kanakpura Road,3,1593,3,95
ITI Layout,2,1333,2,80
Herohalli,2,1100,2,85
Raja Rajeshwari Nagar,2,1375,2,62.5
Ardendale,1,1650,1,45
Thanisandra,3,1430,4,127
Electronic City,3,940,3,95
Electronic City,1,435,1,24
Begur Road,1,1160,1,38.4
Electronic City,3,1500,3,105
